Model year,Make,Model,Vehicle class,CO2 emissions (g/km),CO2 rating,Smog rating,City (kWh/100 mi),Highway (kWh/100 mi),Range (mi),Recharge time (h),Type_Car,City (Gal/mi),Highway (Gal/mi)
2023,Ford,Mustang Mach-E Extended Range AWD,Sport utility vehicle: Small,0,10.0,10.0,34.60081,39.42883,290.180257,10.0,Electric,0.003939571675488,0.004596166954736
2023,Ford,Mustang Mach-E California Route 1 AWD,Sport utility vehicle: Small,0,10.0,10.0,32.1868,36.853885999999996,311.928242,10.1,Electric,0.003775422855676,0.004267869315112001
2023,Ford,Mustang Mach-E GT Performance Edition,Sport utility vehicle: Small,0,10.0,10.0,38.302292,44.739652,259.733078,10.1,Electric,0.004432018134924001,0.005088613414172
2023,Genesis,Electrified G80,Full-size,0,10.0,10.0,32.025866,37.980424,282.102434,9.0,Electric,0.003611274035864001,0.004267869315112001
2023,Genesis,GV60 Advanced AWD,Full-size,0,10.0,10.0,32.669602,38.946028,247.927029,7.2,Electric,0.003775422855676,0.004432018134924001
2023,Genesis,GV60 Performance AWD,Full-size,0,10.0,10.0,34.922678,41.03817,234.878238,7.2,Electric,0.003939571675488,0.004760315774548001
2023,Genesis,Electrified GV70,Sport utility vehicle: Small,0,10.0,10.0,34.278942,40.394434000000004,237.985093,7.9,Electric,0.003939571675488,0.004596166954736
2023,Hyundai,IONIQ 5 Standard Range,Full-size,0,10.0,10.0,26.071308,36.049215999999994,219.965334,6.3,Electric,0.003118827576428,0.004103720495300001
2023,Hyundai,IONIQ 5 Long Range,Full-size,0,10.0,10.0,24.94477,34.922678,303.229048,8.5,Electric,0.0029546787566160004,0.003939571675488
2023,Hyundai,IONIQ 5 Long Range AWD,Full-size,0,10.0,10.0,30.416525999999998,37.81949,265.946788,8.5,Electric,0.003447125216052,0.004267869315112001
2023,Hyundai,IONIQ 6 Standard Range,Mid-size,0,10.0,10.0,22.047957999999998,28.002515999999996,239.849206,6.1,Electric,0.0026263811169920004,0.0032829763962400004
2023,Hyundai,IONIQ 6 Long Range (18'' Wheels),Mid-size,0,10.0,10.0,22.047957999999998,26.071308,361.016551,7.5,Electric,0.00246223229718,0.003118827576428
2023,Hyundai,IONIQ 6 Long Range AWD (18'' Wheels),Mid-size,0,10.0,10.0,26.071308,29.933724,316.27783900000003,7.5,Electric,0.0029546787566160004,0.003447125216052
2023,Hyundai,IONIQ 6 Long Range AWD (20'' Wheels),Mid-size,0,10.0,10.0,30.255592,36.049215999999994,270.296385,7.5,Electric,0.003447125216052,0.004103720495300001
2023,Hyundai,Kona Electric,Sport utility vehicle: Small,0,10.0,10.0,24.94477,32.025866,257.868965,9.5,Electric,0.0029546787566160004,0.003611274035864001
2023,Jaguar,I-PACE,Sport utility vehicle: Small,0,10.0,10.0,39.42883,42.969378,236.742351,13.0,Electric,0.004432018134924001,0.00492446459436
2023,Kia,EV6 Standard Range,Station wagon: Small,0,10.0,10.0,24.94477,33.957074,231.77138300000001,6.3,Electric,0.002790529936804,0.003939571675488
2023,Kia,EV6 Long Range,Station wagon: Small,0,10.0,10.0,24.94477,32.99147,310.064129,8.7,Electric,0.0029546787566160004,0.003775422855676
2023,Kia,"EV6 Long Range AWD (19"" Wheels)",Station wagon: Small,0,10.0,10.0,28.16345,34.60081,282.102434,8.4,Electric,0.0032829763962400004,0.003939571675488
2023,Kia,"EV6 Long Range AWD (20"" Wheels)",Station wagon: Small,0,10.0,10.0,32.025866,38.946028,252.276626,8.4,Electric,0.003611274035864001,0.004432018134924001
2023,Kia,EV6 GT AWD,Station wagon: Small,0,10.0,10.0,39.750698,45.705256,206.295172,8.9,Electric,0.004596166954736,0.005252762233984001
2023,Kia,Niro EV,Station wagon: Small,0,10.0,10.0,27.036912,32.99147,252.897997,7.5,Electric,0.003118827576428,0.003775422855676
2023,Kia,Soul EV (120 Ah),Station wagon: Small,0,10.0,10.0,25.105704,32.830535999999995,154.100008,6.0,Electric,0.0029546787566160004,0.003775422855676
2023,Kia,Soul EV (180 Ah),Station wagon: Small,0,10.0,10.0,27.197846,33.79614,237.985093,9.5,Electric,0.003118827576428,0.003939571675488
2023,Lexus,"RZ 450e AWD (18"" Wheels)",Sport utility vehicle: Small,0,10.0,10.0,29.129054000000004,34.439876,219.965334,10.0,Electric,0.0032829763962400004,0.003939571675488
2023,Lexus,"RZ 450e AWD (20"" Wheels)",Sport utility vehicle: Small,0,10.0,10.0,32.669602,38.785094,195.731865,10.0,Electric,0.003775422855676,0.004432018134924001
2023,Lucid,"Air Grand Touring XR (19"" Wheels)",Full-size,0,10.0,10.0,25.910374,25.427572,515.73793,13.0,Electric,0.0029546787566160004,0.0029546787566160004
2023,Lucid,"Air Grand Touring XR (20"" Wheels)",Full-size,0,10.0,10.0,28.002515999999996,27.519714,469.135105,13.0,Electric,0.0032829763962400004,0.003118827576428
2023,Lucid,"Air Grand Touring XR (21"" Wheels)",Full-size,0,10.0,10.0,28.002515999999996,27.519714,469.135105,13.0,Electric,0.0032829763962400004,0.003118827576428
2023,Lucid,"Air Grand Touring Performance (21"" Wheels)",Full-size,0,10.0,10.0,30.57746,30.255592,446.144378,13.0,Electric,0.003447125216052,0.003447125216052
2023,Lucid,"Air Pure (19"" Wheels)",Full-size,0,10.0,10.0,23.979166,23.979166,410.10486000000003,10.0,Electric,0.002790529936804,0.002790529936804
2023,Lucid,"Air Pure (20"" Wheels)",Full-size,0,10.0,10.0,27.680647999999998,28.002515999999996,384.007278,10.0,Electric,0.003118827576428,0.0032829763962400004
2023,Lucid,"Air Touring (19"" Wheels)",Full-size,0,10.0,10.0,23.979166,23.979166,425.017764,10.0,Electric,0.002790529936804,0.002790529936804
2023,Lucid,"Air Touring (20"" Wheels)",Full-size,0,10.0,10.0,27.680647999999998,28.002515999999996,384.007278,10.0,Electric,0.003118827576428,0.0032829763962400004
2023,Lucid,"Air Touring (21"" Wheels)",Full-size,0,10.0,10.0,27.680647999999998,28.002515999999996,384.007278,10.0,Electric,0.003118827576428,0.0032829763962400004
2023,Mazda,MX-30,Mid-size,0,10.0,10.0,34.439876,39.589764,100.04073100000001,5.3,Electric,0.003939571675488,0.004596166954736
2023,Mercedes-Benz,AMG EQE 4MATIC+ Sedan,Mid-size,0,10.0,10.0,45.222454,45.86619,224.936302,9.5,Electric,0.005252762233984001,0.005252762233984001
2023,Mercedes-Benz,AMG EQS 4MATIC+ Sedan,Full-size,0,10.0,10.0,45.705256,44.095915999999995,277.131466,11.25,Electric,0.005252762233984001,0.005088613414172
2023,Mercedes-Benz,EQB 250+,Sport utility vehicle: Small,0,10.0,10.0,29.77279,34.761744,244.820174,7.75,Electric,0.003447125216052,0.003939571675488
2023,Mercedes-Benz,EQB 350 4MATIC SUV,Sport utility vehicle: Small,0,10.0,10.0,34.439876,35.40548,221.208076,6.25,Electric,0.003939571675488,0.004103720495300001
2023,Mercedes-Benz,EQE 350 4MATIC Sedan,Mid-size,0,10.0,10.0,38.946028,38.946028,259.733078,8.25,Electric,0.004432018134924001,0.004432018134924001
2023,Mercedes-Benz,EQE 350 4MATIC SUV,Sport utility vehicle: Standard,0,10.0,10.0,40.877235999999996,42.486576,252.897997,9.5,Electric,0.004760315774548001,0.00492446459436
2023,Mercedes-Benz,EQE 500 4MATIC Sedan,Mid-size,0,10.0,10.0,40.2335,41.03817,259.733078,9.5,Electric,0.004596166954736,0.004760315774548001
2023,Mercedes-Benz,EQE 500 4MATIC SUV,Sport utility vehicle: Standard,0,10.0,10.0,37.01482,39.42883,269.053643,9.5,Electric,0.004267869315112001,0.004432018134924001
2023,Mercedes-Benz,EQS 450 4MATIC Sedan,Full-size,0,10.0,10.0,33.313338,32.025866,339.88993700000003,11.5,Electric,0.003775422855676,0.003611274035864001
2023,Mercedes-Benz,EQS 450 4MATIC SUV,Sport utility vehicle: Standard,0,10.0,10.0,42.969378,43.934982,285.209289,11.5,Electric,0.00492446459436,0.005088613414172
2023,Mercedes-Benz,EQS 580 4MATIC Sedan,Full-size,0,10.0,10.0,37.497622,36.532018,339.88993700000003,11.25,Electric,0.004267869315112001,0.004103720495300001
2023,Mercedes-Benz,EQS 580 4MATIC SUV,Sport utility vehicle: Standard,0,10.0,10.0,42.003774,45.06152,285.209289,11.5,Electric,0.00492446459436,0.005252762233984001
2023,MINI,Cooper SE 3 Door,Subcompact,0,10.0,10.0,28.324384000000002,33.635206,113.710893,4.0,Electric,0.0032829763962400004,0.003775422855676
2023,Polestar,2 Single Motor,Mid-size,0,10.0,10.0,29.77279,33.635206,270.296385,8.0,Electric,0.003447125216052,0.003775422855676
2023,Polestar,2 Dual Motor,Mid-size,0,10.0,10.0,32.1868,35.244546,259.733078,8.0,Electric,0.003775422855676,0.004103720495300001
2023,Polestar,2 Dual Motor Performance Pack,Mid-size,0,10.0,10.0,32.1868,35.244546,259.733078,8.0,Electric,0.003775422855676,0.004103720495300001
2023,Polestar,2 BST Edition,Mid-size,0,10.0,10.0,34.278942,37.175754000000005,246.684287,8.0,Electric,0.003939571675488,0.004267869315112001
2023,Porsche,Taycan 4S (Performance Battery),Compact,0,10.0,10.0,41.03817,41.03817,206.295172,9.5,Electric,0.004760315774548001,0.004760315774548001
2023,Porsche,Taycan 4S (Performance Battery Plus),Compact,0,10.0,10.0,42.64751,41.84284,234.878238,10.5,Electric,0.00492446459436,0.004760315774548001
2023,Porsche,Taycan 4S Cross Turismo,Mid-size,0,10.0,10.0,42.969378,42.969378,229.90727,10.5,Electric,0.00492446459436,0.00492446459436
2023,Porsche,Taycan GTS,Compact,0,10.0,10.0,40.394434000000004,41.03817,246.062916,10.5,Electric,0.004596166954736,0.004760315774548001
2023,Porsche,Taycan GTS Sport Turismo,Compact,0,10.0,10.0,42.003774,42.164708,200.08146200000002,10.5,Electric,0.004760315774548001,0.004760315774548001
2023,Porsche,Taycan Turbo,Compact,0,10.0,10.0,41.360037999999996,42.325642,237.985093,10.5,Electric,0.004760315774548001,0.00492446459436
2023,Porsche,Taycan Turbo Cross Turismo,Mid-size,0,10.0,10.0,42.003774,43.45218,233.014125,10.5,Electric,0.004760315774548001,0.00492446459436
2023,Porsche,Taycan Turbo S,Compact,0,10.0,10.0,43.934982,46.027124,221.82944700000002,10.5,Electric,0.005088613414172,0.005252762233984001
2023,Porsche,Taycan Turbo S Cross Turismo,Mid-size,0,10.0,10.0,43.934982,46.027124,221.82944700000002,10.5,Electric,0.005088613414172,0.005252762233984001
2023,Rivian,"R1S (20"" Wheels)",Sport utility vehicle: Standard,0,10.0,10.0,49.08487,56.487834,288.937515,13.0,Electric,0.005581059873608,0.006401803972668
2023,Rivian,"R1S (20"" Wheels) All-Terrain",Sport utility vehicle: Standard,0,10.0,10.0,51.49888,56.3269,274.024611,13.0,Electric,0.005909357513232001,0.006401803972668
2023,Rivian,"R1S (20"" Wheels) AT Dual Large",Sport utility vehicle: Standard,0,10.0,10.0,46.67086,52.30355,306.957274,13.0,Electric,0.005416911053796001,0.005909357513232001
2023,Rivian,"R1S (20"" Wheels) AT Performance Dual Large",Sport utility vehicle: Standard,0,10.0,10.0,46.67086,52.30355,306.957274,13.0,Electric,0.005416911053796001,0.005909357513232001
2023,Rivian,"R1S (20"" Wheels) AT Dual Max",Sport utility vehicle: Standard,0,10.0,10.0,42.969378,50.050474,354.802841,13.0,Electric,0.00492446459436,0.00574520869342
2023,Rivian,"R1S (20"" Wheels) AT Performance Dual Max",Sport utility vehicle: Standard,0,10.0,10.0,42.969378,50.050474,354.802841,13.0,Electric,0.00492446459436,0.00574520869342
2023,Rivian,"R1S (21"" Wheels)",Sport utility vehicle: Standard,0,10.0,10.0,44.739652,50.69421,321.248807,13.0,Electric,0.005088613414172,0.00574520869342
2023,Rivian,"R1S (21"" Wheels) Dual Large",Sport utility vehicle: Standard,0,10.0,10.0,41.199104000000005,45.705256,351.695986,13.0,Electric,0.004760315774548001,0.005252762233984001
2023,Rivian,"R1S (21"" Wheels) Performance Dual Large",Sport utility vehicle: Standard,0,10.0,10.0,41.199104000000005,45.705256,351.695986,13.0,Electric,0.004760315774548001,0.005252762233984001
2023,Rivian,"R1S (21"" Wheels) Dual Max",Sport utility vehicle: Standard,0,10.0,10.0,37.81949,44.578718,400.16292400000003,13.0,Electric,0.004267869315112001,0.005088613414172
2023,Rivian,"R1S (21"" Wheels) Performance Dual Max",Sport utility vehicle: Standard,0,10.0,10.0,37.81949,44.578718,400.16292400000003,13.0,Electric,0.004267869315112001,0.005088613414172
2023,Rivian,"R1S (22"" Wheels)",Sport utility vehicle: Standard,0,10.0,10.0,46.188058,53.269154,303.229048,13.0,Electric,0.005252762233984001,0.006073506333044001
2023,Rivian,"R1S (22"" Wheels) Dual Large",Sport utility vehicle: Standard,0,10.0,10.0,42.325642,47.636464000000004,341.132679,13.0,Electric,0.00492446459436,0.005416911053796001
2023,Rivian,"R1S (22"" Wheels) Performance Dual Large",Sport utility vehicle: Standard,0,10.0,10.0,42.325642,47.636464000000004,341.132679,13.0,Electric,0.00492446459436,0.005416911053796001
2023,Rivian,"R1S (22"" Wheels) Dual Max",Sport utility vehicle: Standard,0,10.0,10.0,40.2335,47.153662000000004,380.279052,13.0,Electric,0.004596166954736,0.005416911053796001
2023,Rivian,"R1S (22"" Wheels) Performance Dual Max",Sport utility vehicle: Standard,0,10.0,10.0,40.2335,47.153662000000004,380.279052,13.0,Electric,0.004596166954736,0.005416911053796001
2023,Rivian,"R1T (20"" Wheels)",Pickup truck: Standard,0,10.0,10.0,49.08487,56.487834,288.937515,13.0,Electric,0.005581059873608,0.006401803972668
2023,Rivian,"R1T (20"" Wheels) All-Terrain",Pickup truck: Standard,0,10.0,10.0,51.49888,56.3269,274.024611,13.0,Electric,0.005909357513232001,0.006401803972668
2023,Rivian,"R1T (20"" Wheels) AT Dual Large",Pickup truck: Standard,0,10.0,10.0,46.67086,52.30355,306.957274,13.0,Electric,0.005416911053796001,0.005909357513232001
2023,Rivian,"R1T (20"" Wheels) AT Performance Dual Large",Pickup truck: Standard,0,10.0,10.0,46.67086,52.30355,306.957274,13.0,Electric,0.005416911053796001,0.005909357513232001
2023,Rivian,"R1T (20"" Wheels) AT Dual Max",Pickup truck: Standard,0,10.0,10.0,42.969378,50.050474,354.802841,13.0,Electric,0.00492446459436,0.00574520869342
2023,Rivian,"R1T (20"" Wheels) AT Performance Dual Max",Pickup truck: Standard,0,10.0,10.0,42.969378,50.050474,354.802841,13.0,Electric,0.00492446459436,0.00574520869342
2023,Rivian,"R1T (21"" Wheels)",Pickup truck: Standard,0,10.0,10.0,44.095915999999995,48.602067999999996,328.083888,13.0,Electric,0.005088613414172,0.005581059873608
2023,Rivian,"R1T (21"" Wheels) Dual Large",Pickup truck: Standard,0,10.0,10.0,41.199104000000005,45.705256,351.695986,13.0,Electric,0.004760315774548001,0.005252762233984001
2023,Rivian,"R1T (21"" Wheels) Performance Dual Large",Pickup truck: Standard,0,10.0,10.0,41.199104000000005,45.705256,351.695986,13.0,Electric,0.004760315774548001,0.005252762233984001
2023,Rivian,"R1T (21"" Wheels) Dual Max",Pickup truck: Standard,0,10.0,10.0,37.01482,43.45218,410.726231,13.0,Electric,0.004267869315112001,0.00492446459436
2023,Rivian,"R1T (21"" Wheels) Performance Dual Max",Pickup truck: Standard,0,10.0,10.0,37.01482,43.45218,410.726231,13.0,Electric,0.004267869315112001,0.00492446459436
2023,Rivian,"R1T (22"" Wheels)",Pickup truck: Standard,0,10.0,10.0,46.188058,53.269154,303.229048,13.0,Electric,0.005252762233984001,0.006073506333044001
2023,Rivian,"R1T (22"" Wheels) Dual Large",Pickup truck: Standard,0,10.0,10.0,42.003774,47.47553,341.132679,13.0,Electric,0.004760315774548001,0.005416911053796001
2023,Rivian,"R1T (22"" Wheels) Performance Dual Large",Pickup truck: Standard,0,10.0,10.0,42.003774,47.47553,341.132679,13.0,Electric,0.004760315774548001,0.005416911053796001
2023,Rivian,"R1T (22"" Wheels) Dual Max",Pickup truck: Standard,0,10.0,10.0,40.2335,47.153662000000004,380.279052,13.0,Electric,0.004596166954736,0.005416911053796001
2023,Rivian,"R1T (22"" Wheels) Performance Dual Max",Pickup truck: Standard,0,10.0,10.0,40.2335,47.153662000000004,380.279052,13.0,Electric,0.004596166954736,0.005416911053796001
2023,Subaru,Solterra AWD,Sport utility vehicle: Small,0,10.0,10.0,29.933724,36.049215999999994,223.69356,11.0,Electric,0.003447125216052,0.004103720495300001
2023,Tesla,Model 3 RWD,Mid-size,0,10.0,10.0,24.461968,26.715044000000002,272.160498,8.5,Electric,0.002790529936804,0.003118827576428
2023,Tesla,Model 3 Long Range AWD (pre-1/10/23),Mid-size,0,10.0,10.0,25.105704,26.715044000000002,357.909696,10.0,Electric,0.0029546787566160004,0.003118827576428
2023,Tesla,Model 3 Long Range AWD,Mid-size,0,10.0,10.0,25.74944,27.841582000000002,333.05485600000003,10.0,Electric,0.0029546787566160004,0.003118827576428
2023,Tesla,Model 3 Long Range AWD (Import),Mid-size,0,10.0,10.0,25.74944,27.841582000000002,331.812114,10.0,Electric,0.0029546787566160004,0.003118827576428
2023,Tesla,Model 3 Performance,Mid-size,0,10.0,10.0,28.646252,31.543064,315.035097,10.0,Electric,0.0032829763962400004,0.003611274035864001
2023,Tesla,Model S,Full-size,0,10.0,10.0,27.197846,29.450922000000002,405.133892,15.0,Electric,0.003118827576428,0.003447125216052
2023,Tesla,"Model S Plaid (19"" Wheels)",Full-size,0,10.0,10.0,28.324384000000002,30.094658,395.813327,15.0,Electric,0.0032829763962400004,0.003447125216052
2023,Tesla,"Model S Plaid (21"" Wheels)",Full-size,0,10.0,10.0,32.830535999999995,34.118007999999996,347.96776,15.0,Electric,0.003775422855676,0.003939571675488
2023,Tesla,Model X,Sport utility vehicle: Standard,0,10.0,10.0,31.703998,34.922678,347.96776,14.0,Electric,0.003611274035864001,0.003939571675488
2023,Tesla,"Model X Plaid (20"" Wheels)",Sport utility vehicle: Standard,0,10.0,10.0,32.830535999999995,36.21015,333.05485600000003,14.0,Electric,0.003775422855676,0.004103720495300001
2023,Tesla,"Model X Plaid (22"" Wheels)",Sport utility vehicle: Standard,0,10.0,10.0,35.888282000000004,38.302292,310.6855,14.0,Electric,0.004103720495300001,0.004432018134924001
2023,Tesla,Model Y RWD,Sport utility vehicle: Small,0,10.0,10.0,26.715044000000002,29.129054000000004,244.820174,8.0,Electric,0.003118827576428,0.0032829763962400004
2023,Tesla,Model Y AWD,Sport utility vehicle: Small,0,10.0,10.0,26.232242,29.129054000000004,278.995579,9.0,Electric,0.0029546787566160004,0.0032829763962400004
2023,Tesla,Model Y Long Range AWD,Sport utility vehicle: Small,0,10.0,10.0,26.55411,28.807185999999998,329.948001,10.0,Electric,0.003118827576428,0.0032829763962400004
2023,Tesla,Model Y Long Range AWD (Import),Sport utility vehicle: Small,0,10.0,10.0,28.002515999999996,29.289987999999997,308.821387,10.0,Electric,0.0032829763962400004,0.0032829763962400004
2023,Tesla,Model Y Performance,Sport utility vehicle: Small,0,10.0,10.0,29.289987999999997,31.864932,303.229048,10.0,Electric,0.0032829763962400004,0.003611274035864001
2023,Tesla,Model Y Performance (Import),Sport utility vehicle: Small,0,10.0,10.0,29.450922000000002,32.830535999999995,285.209289,10.0,Electric,0.003447125216052,0.003775422855676
2023,Toyota,bZ4X,Sport utility vehicle: Small,0,10.0,10.0,25.74944,31.38213,252.276626,11.0,Electric,0.0029546787566160004,0.003611274035864001
2023,Toyota,bZ4X AWD,Sport utility vehicle: Small,0,10.0,10.0,29.611855999999996,35.888282000000004,228.043157,11.0,Electric,0.003447125216052,0.004103720495300001
2023,VinFast,VF8 ECO,Sport utility vehicle: Small,0,10.0,10.0,42.486576,47.47553,264.082675,12.0,Electric,0.00492446459436,0.005416911053796001
2023,VinFast,VF8 PLUS,Sport utility vehicle: Small,0,10.0,10.0,51.98168199999999,55.200362,219.965334,12.0,Electric,0.005909357513232001,0.006237655152856
2023,VinFast,VF8 PLUS Performance,Sport utility vehicle: Small,0,10.0,10.0,70.489092,77.892056,242.956061,12.0,Electric,0.008043292170788,0.008864036269848002
2023,Volkswagen,ID.4,Sport utility vehicle: Small,0,10.0,10.0,29.289987999999997,34.118007999999996,208.780656,6.0,Electric,0.0032829763962400004,0.003939571675488
2023,Volkswagen,ID.4 Pro,Sport utility vehicle: Small,0,10.0,10.0,29.289987999999997,34.278942,275.267353,7.5,Electric,0.0032829763962400004,0.003939571675488
2023,Volkswagen,ID.4 AWD Pro,Sport utility vehicle: Small,0,10.0,10.0,32.347734,36.371084,254.76211,7.5,Electric,0.003775422855676,0.004103720495300001
2023,Volvo,C40 Recharge Twin,Sport utility vehicle: Small,0,10.0,10.0,35.727348,42.003774,226.179044,8.0,Electric,0.004103720495300001,0.004760315774548001
2023,Volvo,XC40 Recharge Twin,Sport utility vehicle: Small,0,10.0,10.0,36.692952,42.808444,223.072189,8.0,Electric,0.004267869315112001,0.00492446459436
