,Year,Manufacturer,Model,CO2 (p/mile),Miles per gallon (mpg),ef_x_comb,comb_x_year,Fuel,score_ghg,ef_x_comb_city,youSaveSpend,Alternative Fuel,createdOn,modifiedOn
10009,2019,Volkswagen,Golf SportWagen,274.0,32.0,7.0,1650.0,Regular Gasoline,7.0,35.4499,1250.0,No,09-11-2018,10-04-2019
10010,2019,Ford,F150 3.5L 2WD GVWR>7599 LBS,466.0,19.0,3.0,2800.0,Regular Gasoline,3.0,23.1,-4500.0,No,09-11-2018,18-12-2018
10011,2019,Ford,F150 5.0L 2WD FFV GVWR>7599 LBS,522.0,17.0,3.0,3100.0,Regular Gasoline,3.0,21.0,-6000.0,E85,09-11-2018,18-12-2018
10012,2019,Ford,F150 4WD BASE PAYLOAD LT TIRE,444.0,20.0,4.0,2650.0,Regular Gasoline,4.0,23.3573,-3750.0,No,09-11-2018,18-12-2018
10013,2019,Ford,F150 4WD FFV BASE PAYLOAD LT,468.0,19.0,3.0,2800.0,Regular Gasoline,3.0,23.1084,-4500.0,E85,09-11-2018,18-12-2018
10014,2019,Mazda,CX-5 2WD,322.0,28.0,6.0,1900.0,Regular Gasoline,6.0,32.7177,0.0,No,09-11-2018,23-01-2019
10015,2019,Mazda,CX-5 2WD,355.0,25.0,5.0,2100.0,Regular Gasoline,5.0,29.1,-1000.0,No,09-11-2018,23-01-2019
10016,2019,Mazda,CX-5 4WD,370.0,24.0,5.0,2200.0,Regular Gasoline,5.0,27.7,-1500.0,No,09-11-2018,23-01-2019
10019,2019,Mercedes-Benz,AMG GT Roadster,488.0,18.0,3.0,3650.0,Premium Gasoline,3.0,19.6,-8750.0,No,05-12-2018,05-12-2018
10020,2019,BMW,M850i xDrive Coupe,433.0,20.0,4.0,3250.0,Premium Gasoline,4.0,22.0317,-6750.0,No,05-12-2018,28-05-2019
10021,2019,Mercedes-Benz,AMG C43 4matic Coupe,411.0,22.0,4.0,2950.0,Premium Gasoline,4.0,23.6,-5250.0,No,05-12-2018,28-05-2019
10022,2019,Roush Performance,Stage 3 Mustang,600.0,15.0,2.0,4350.0,Premium Gasoline,2.0,15.1446,-12250.0,No,05-12-2018,05-12-2018
10023,2019,Mercedes-Benz,AMG C63,424.0,21.0,4.0,3100.0,Premium Gasoline,4.0,22.2,-6000.0,No,05-12-2018,28-05-2019
10024,2019,Volkswagen,Golf R,373.0,24.0,5.0,2700.0,Premium Gasoline,5.0,24.8,-4000.0,No,05-12-2018,12-02-2019
10025,2019,BMW,X2 xDrive28i,357.0,25.0,5.0,2600.0,Premium Gasoline,5.0,27.3,-3500.0,No,05-12-2018,23-01-2019
10026,2019,Nissan,Kicks,271.0,33.0,8.0,1600.0,Regular Gasoline,8.0,40.6096,1500.0,No,05-12-2018,08-07-2019
10027,2019,Honda,Civic 5Dr,271.0,33.0,8.0,2000.0,Premium Gasoline,8.0,36.6494,-500.0,No,05-12-2018,18-12-2018
10028,2019,Honda,Civic 5Dr,274.0,32.0,7.0,2050.0,Premium Gasoline,7.0,38.9997,-750.0,No,05-12-2018,18-12-2018
10031,2019,Ford,F150 Pickup 2WD,412.0,25.0,5.0,2350.0,Diesel,4.0,27.7,-2250.0,No,05-12-2018,07-01-2020
10032,2019,Roush Performance,F150 Pickup 2WD,732.0,12.0,1.0,5450.0,Premium Gasoline,1.0,12.9324,-17750.0,No,05-12-2018,05-12-2018
10034,2019,Ford,F150 4WD BASE PAYLOAD LT TIRE,463.0,22.0,4.0,2650.0,Diesel,3.0,25.0984,-3750.0,No,05-12-2018,07-01-2020
10035,2019,GMC,Sierra K10 4WD,530.0,17.0,3.0,3100.0,Regular Gasoline,3.0,18.4,-6000.0,No,05-12-2018,18-12-2018
10036,2019,Toyota,RAV4,302.0,30.0,7.0,1750.0,Regular Gasoline,7.0,35.7454,750.0,No,05-12-2018,23-01-2019
10037,2019,Toyota,RAV4 AWD,296.0,30.0,7.0,1750.0,Regular Gasoline,7.0,36.5,750.0,No,05-12-2018,23-01-2019
10038,2019,Porsche,Cayenne,427.0,21.0,4.0,3100.0,Premium Gasoline,4.0,23.7,-6000.0,No,05-12-2018,18-12-2018
10039,2019,Subaru,Crosstrek Hybrid AWD,151.0,35.0,10.0,1500.0,Regular Gasoline,10.0,51.8,3500.0,Electricity,05-12-2018,25-03-2022
10040,2019,Mazda,2,264.0,34.0,8.0,1550.0,Regular Gasoline,8.0,41.0,1750.0,No,18-12-2018,18-12-2018
10041,2019,Mercedes-Benz,AMG GT 63 4matic Plus,519.0,17.0,3.0,3850.0,Premium Gasoline,3.0,18.8,-9750.0,No,18-12-2018,18-12-2018
10042,2019,Mercedes-Benz,AMG GT 63 S 4matic Plus,521.0,17.0,3.0,3850.0,Premium Gasoline,3.0,18.7,-9750.0,No,18-12-2018,18-12-2018
10043,2019,Fiat,500,299.0,30.0,7.0,2200.0,Premium Gasoline,7.0,36.0,-1500.0,No,29-01-2019,26-02-2019
10044,2019,Audi,A3 Cabriolet,303.0,29.0,6.0,1850.0,Regular Gasoline,6.0,32.1121,250.0,No,29-01-2019,08-11-2019
10045,2019,Nissan,Murano FWD,385.0,23.0,5.0,2300.0,Regular Gasoline,5.0,25.5003,-2000.0,No,29-01-2019,08-07-2019
10046,2019,Toyota,Tacoma 4WD TRD PRO,448.0,20.0,4.0,2650.0,Regular Gasoline,4.0,22.7047,-3750.0,No,29-01-2019,26-02-2019
10047,2019,Jeep,Renegade 2WD,357.0,25.0,5.0,2100.0,Regular Gasoline,5.0,27.7,-1000.0,No,29-01-2019,26-02-2019
10048,2019,Dodge,Journey AWD,470.0,19.0,3.0,2800.0,Regular Gasoline,3.0,20.2,-4500.0,No,29-01-2019,26-02-2019
10049,2019,Honda,Clarity Plug-in Hybrid,57.0,42.0,10.0,1250.0,Regular Gasoline,10.0,62.2,5500.0,Electricity,29-01-2019,25-03-2022
10051,2019,Tesla,Model S 100D,0.0,102.0,10.0,700.0,Electricity,10.0,133.9,6000.0,No,29-01-2019,02-02-2022
10052,2019,Audi,A3 quattro,362.0,25.0,5.0,2100.0,Regular Gasoline,5.0,27.3996,-1000.0,No,06-02-2019,26-02-2019
10054,2019,Volkswagen,Jetta GLI,321.0,28.0,6.0,1900.0,Regular Gasoline,6.0,30.2,0.0,No,06-02-2019,16-04-2019
10055,2019,Volkswagen,Golf Alltrack,354.0,25.0,5.0,2100.0,Regular Gasoline,5.0,27.7,-1000.0,No,06-02-2019,10-04-2019
10056,2019,BMW,i3 with Range Extender,22.0,31.0,10.0,2100.0,Premium Gasoline,10.0,44.7,5500.0,Electricity,06-02-2019,25-03-2022
10057,2019,BMW,i3s with Range Extender,22.0,31.0,10.0,2100.0,Premium Gasoline,10.0,44.7,5500.0,Electricity,06-02-2019,25-03-2022
10058,2020,Toyota,Corolla,267.0,33.0,7.0,1600.0,Regular Gasoline,7.0,39.3497,1500.0,No,06-02-2019,16-04-2019
10059,2020,Kia,Soul,309.0,29.0,6.0,1850.0,Regular Gasoline,6.0,33.9,250.0,No,06-02-2019,17-03-2020
10060,2020,Kia,Sportage FWD,392.0,23.0,5.0,2300.0,Regular Gasoline,5.0,25.5,-2000.0,No,12-02-2019,28-05-2019
10061,2020,Kia,Sportage AWD,421.0,21.0,4.0,2550.0,Regular Gasoline,4.0,24.4,-3250.0,No,12-02-2019,28-05-2019
10062,2020,Jaguar,XE AWD 30t,354.0,25.0,5.0,2600.0,Premium Gasoline,5.0,28.0092,-3500.0,No,15-02-2019,16-10-2019
10063,2020,Jaguar,XF AWD,333.0,27.0,6.0,2400.0,Premium Gasoline,6.0,29.8,-2500.0,No,15-02-2019,16-10-2019
10064,2020,Jaguar,XF Sportbrake AWD,370.0,24.0,5.0,2700.0,Premium Gasoline,5.0,27.0625,-4000.0,No,15-02-2019,16-10-2019
10065,2020,Jaguar,E-Pace,371.0,24.0,5.0,2700.0,Premium Gasoline,5.0,27.2422,-4000.0,No,15-02-2019,16-10-2019
10066,2019,Mercedes-Benz,AMG GT 53 4matic Plus,425.0,21.0,4.0,3100.0,Premium Gasoline,4.0,23.9,-6000.0,No,26-02-2019,20-08-2019
10068,2019,Porsche,Panamera Turbo Executive,420.0,21.0,4.0,3100.0,Premium Gasoline,4.0,23.0,-6000.0,No,13-03-2019,13-03-2019
10069,2019,Volkswagen,Arteon 4motion,393.0,23.0,5.0,2850.0,Premium Gasoline,5.0,24.8,-4750.0,No,13-03-2019,16-04-2019
10070,2020,Land Rover,Evoque,394.0,23.0,5.0,2850.0,Premium Gasoline,5.0,25.1326,-4750.0,No,18-03-2019,16-10-2019
10071,2019,Porsche,Panamera 4 e-Hybrid,255.0,23.0,6.0,2850.0,Premium Gasoline,8.0,26.9,-2250.0,Electricity,18-03-2019,25-03-2022
10072,2019,Jeep,Renegade 4WD,348.0,26.0,5.0,2050.0,Regular Gasoline,5.0,29.9,-750.0,No,26-03-2019,16-04-2019
10073,2019,Jeep,Renegade Trailhawk 4WD,370.0,24.0,5.0,2200.0,Regular Gasoline,5.0,27.7,-1500.0,No,26-03-2019,16-04-2019
10074,2020,BMW,230i xDrive Convertible,361.0,24.0,5.0,2700.0,Premium Gasoline,5.0,26.5245,-4000.0,No,02-04-2019,10-12-2019
10075,2020,BMW,430i Convertible,327.0,27.0,6.0,2400.0,Premium Gasoline,6.0,29.6733,-2500.0,No,02-04-2019,10-12-2019
10076,2020,BMW,440i Convertible,361.0,24.0,5.0,2700.0,Premium Gasoline,5.0,27.4401,-4000.0,No,02-04-2019,10-12-2019
10077,2020,BMW,M4 Convertible,481.0,19.0,3.0,3450.0,Premium Gasoline,3.0,20.1444,-7750.0,No,02-04-2019,10-12-2019
10079,2020,BMW,440i xDrive Coupe,412.0,21.0,4.0,3100.0,Premium Gasoline,4.0,22.7,-6000.0,No,02-04-2019,10-12-2019
10080,2020,BMW,M4 Coupe,440.0,20.0,4.0,3250.0,Premium Gasoline,4.0,21.9429,-6750.0,No,02-04-2019,10-12-2019
10081,2019,Porsche,911 Turbo S Exclusive Cabriolet,478.0,18.0,3.0,3650.0,Premium Gasoline,3.0,20.5,-8750.0,No,02-04-2019,02-04-2019
10082,2019,Mazda,3 5-Door 4WD,328.0,27.0,6.0,1950.0,Regular Gasoline,6.0,32.0,-250.0,No,02-04-2019,16-04-2019
10084,2019,Porsche,Panamera 4 Executive,407.0,22.0,4.0,2950.0,Premium Gasoline,4.0,24.7,-5250.0,No,02-04-2019,16-04-2019
10085,2020,BMW,Z4 M40i,334.0,26.0,5.0,2500.0,Premium Gasoline,5.0,30.5,-3000.0,No,16-04-2019,10-12-2019
10086,2020,Nissan,370Z,406.0,22.0,4.0,2950.0,Premium Gasoline,4.0,24.2925,-5250.0,No,16-04-2019,27-11-2019
10087,2020,Nissan,370Z,445.0,20.0,4.0,3250.0,Premium Gasoline,4.0,21.1,-6750.0,No,16-04-2019,27-11-2019
10088,2020,Genesis,G70 RWD,357.0,25.0,5.0,2600.0,Premium Gasoline,5.0,28.0668,-3500.0,No,16-04-2019,05-02-2020
10089,2020,Hyundai,Veloster,296.0,30.0,7.0,1750.0,Regular Gasoline,7.0,36.3,750.0,No,16-04-2019,10-09-2019
10090,2020,Aston Martin,Vantage V8,435.0,20.0,4.0,3250.0,Premium Gasoline,4.0,22.5379,-6750.0,No,02-05-2019,10-07-2020
10092,2020,Aston Martin,DB11 V12,497.0,18.0,3.0,3650.0,Premium Gasoline,3.0,18.8306,-8750.0,No,02-05-2019,10-07-2020
10093,2020,Hyundai,Elantra,250.0,36.0,8.0,1500.0,Regular Gasoline,8.0,44.0,2000.0,No,02-05-2019,24-07-2019
10094,2020,Acura,RDX FWD,370.0,24.0,5.0,2700.0,Premium Gasoline,5.0,28.4,-4000.0,No,02-05-2019,16-10-2019
10095,2019,Tesla,Model S Performance (21in Wheels),0.0,97.0,10.0,750.0,Electricity,10.0,129.9,5750.0,No,02-05-2019,02-02-2022
10096,2020,Hyundai,Kona AWD,324.0,28.0,6.0,1900.0,Regular Gasoline,6.0,33.1588,0.0,No,10-05-2019,10-09-2019
10097,2019,Audi,TT RS,388.0,23.0,5.0,2850.0,Premium Gasoline,5.0,24.1,-4750.0,No,10-05-2019,10-05-2019
10098,2020,Chevrolet,Malibu,344.0,26.0,5.0,2500.0,Premium Gasoline,5.0,28.6,-3000.0,No,16-05-2019,27-11-2019
10099,2020,Subaru,Ascent,386.0,23.0,5.0,2300.0,Regular Gasoline,5.0,26.0425,-2000.0,No,16-05-2019,08-11-2019
10100,2020,Subaru,Ascent Limited/Touring,401.0,22.0,4.0,2400.0,Regular Gasoline,4.0,25.0,-2500.0,No,16-05-2019,08-11-2019
10101,2019,Audi,A4 allroad quattro,356.0,25.0,5.0,2600.0,Premium Gasoline,5.0,27.9986,-3500.0,No,16-05-2019,28-05-2019
10102,2020,Buick,Envision AWD,402.0,22.0,4.0,2950.0,Premium Gasoline,4.0,25.4873,-5250.0,No,28-05-2019,27-05-2020
10103,2020,Hyundai,Tucson AWD,387.0,23.0,5.0,2300.0,Regular Gasoline,5.0,27.2738,-2000.0,No,28-05-2019,27-11-2019
10104,2020,Land Rover,Range Rover Velar P380,439.0,20.0,4.0,3250.0,Premium Gasoline,4.0,22.7,-6750.0,No,28-05-2019,16-10-2019
10105,2020,Lexus,RC F,459.0,19.0,3.0,3450.0,Premium Gasoline,3.0,20.4,-7750.0,No,04-06-2019,26-08-2019
10106,2020,Genesis,G80 RWD,474.0,19.0,3.0,3450.0,Premium Gasoline,3.0,19.7,-7750.0,No,04-06-2019,05-02-2020
10107,2020,Kia,Optima,292.0,31.0,7.0,1700.0,Regular Gasoline,7.0,35.2,1000.0,No,04-06-2019,05-02-2020
10108,2020,Kia,Optima,371.0,24.0,5.0,2200.0,Regular Gasoline,5.0,26.7,-1500.0,No,04-06-2019,05-02-2020
10110,2020,Hyundai,Santa Fe FWD,399.0,23.0,5.0,2300.0,Regular Gasoline,5.0,24.9,-2000.0,No,04-06-2019,05-02-2020
10111,2020,Lexus,NX 300,358.0,25.0,5.0,2600.0,Premium Gasoline,5.0,28.6473,-3500.0,No,04-06-2019,10-12-2019
10113,2020,Mitsubishi,Outlander 4WD,341.0,26.0,5.0,2050.0,Regular Gasoline,5.0,30.6677,-750.0,No,04-06-2019,27-11-2019
10114,2020,Toyota,Prius Prime,78.0,54.0,10.0,1000.0,Regular Gasoline,10.0,78.8197,5750.0,Electricity,04-06-2019,25-03-2022
10115,2020,Volvo,V60 FWD,322.0,27.0,6.0,2400.0,Premium Gasoline,6.0,30.1,-2500.0,No,11-06-2019,08-11-2019
10116,2020,Chevrolet,Equinox FWD,350.0,25.0,5.0,2600.0,Premium Gasoline,5.0,28.6,-3500.0,No,11-06-2019,27-05-2020
10117,2020,GMC,Terrain FWD,325.0,27.0,6.0,1950.0,Regular Gasoline,6.0,33.1,-250.0,No,11-06-2019,10-01-2020
10118,2020,Chevrolet,Equinox AWD,367.0,24.0,5.0,2700.0,Premium Gasoline,5.0,27.4,-4000.0,No,11-06-2019,27-05-2020
10119,2019,Tesla,Model S Standard Range,0.0,109.0,10.0,650.0,Electricity,10.0,151.7,6250.0,No,11-06-2019,02-02-2022
10120,2020,Mercedes-Benz,AMG GT Roadster,488.0,18.0,3.0,3650.0,Premium Gasoline,3.0,19.6,-8750.0,No,18-06-2019,07-01-2020
10122,2020,Chevrolet,Trax AWD,344.0,26.0,5.0,2050.0,Regular Gasoline,5.0,30.3,-750.0,No,18-06-2019,27-11-2019
10123,2020,Infiniti,QX60 AWD,410.0,22.0,4.0,2950.0,Premium Gasoline,4.0,23.921,-5250.0,No,26-06-2019,27-11-2019
10124,2020,Subaru,BRZ tS,384.0,23.0,5.0,2850.0,Premium Gasoline,5.0,25.7,-4750.0,No,08-07-2019,08-11-2019
10125,2020,Chevrolet,Camaro,353.0,25.0,5.0,2600.0,Premium Gasoline,5.0,27.4335,-3500.0,No,08-07-2019,05-02-2020
10126,2020,Subaru,WRX,382.0,23.0,5.0,2850.0,Premium Gasoline,5.0,26.0562,-4750.0,No,08-07-2019,08-11-2019
10127,2020,Subaru,WRX,422.0,21.0,4.0,3100.0,Premium Gasoline,4.0,22.9,-6000.0,No,08-07-2019,08-11-2019
10128,2020,Buick,Regal,343.0,26.0,5.0,2500.0,Premium Gasoline,5.0,28.6893,-3000.0,No,08-07-2019,27-11-2019
10129,2020,Hyundai,Elantra GT,352.0,26.0,5.0,2050.0,Regular Gasoline,5.0,29.3,-750.0,No,08-07-2019,24-07-2019
10131,2020,Chevrolet,Suburban C1500 2WD,505.0,18.0,3.0,2950.0,Regular Gasoline,3.0,18.5,-5250.0,E85,08-07-2019,27-11-2019
10132,2020,Chevrolet,Tahoe C1500 2WD,505.0,18.0,3.0,2950.0,Regular Gasoline,3.0,18.5,-5250.0,No,08-07-2019,27-11-2019
10133,2020,GMC,Yukon C1500 2WD,505.0,18.0,3.0,2950.0,Regular Gasoline,3.0,18.5,-5250.0,No,08-07-2019,10-01-2020
10134,2020,GMC,Yukon C1500 XL 2WD,505.0,18.0,3.0,2950.0,Regular Gasoline,3.0,18.5,-5250.0,No,08-07-2019,10-01-2020
10135,2020,Cadillac,Escalade 4WD,537.0,17.0,3.0,3850.0,Premium Gasoline,3.0,17.304,-9750.0,No,08-07-2019,27-11-2019
10136,2020,Chevrolet,Tahoe K1500 4WD,513.0,17.0,3.0,3100.0,Regular Gasoline,3.0,18.6,-6000.0,E85,08-07-2019,27-11-2019
10137,2020,Chevrolet,Suburban K1500 4WD,543.0,16.0,2.0,3300.0,Regular Gasoline,2.0,17.1862,-7000.0,E85,08-07-2019,27-11-2019
10138,2020,GMC,Yukon K1500 4WD,513.0,17.0,3.0,3100.0,Regular Gasoline,3.0,18.6,-6000.0,E85,08-07-2019,10-01-2020
10140,2019,Audi,A6 quattro,329.0,27.0,6.0,2400.0,Premium Gasoline,6.0,31.0,-2500.0,No,08-07-2019,20-08-2019
10141,2020,Kia,Sorento AWD,389.0,23.0,5.0,2300.0,Regular Gasoline,5.0,26.6,-2000.0,No,10-07-2019,05-02-2020
10142,2020,Chevrolet,Suburban C1500 2WD,517.0,17.0,3.0,3850.0,Premium Gasoline,3.0,17.7,-9750.0,No,10-07-2019,27-11-2019
10144,2020,Nissan,GT-R,482.0,18.0,3.0,3650.0,Premium Gasoline,3.0,20.0647,-8750.0,No,16-07-2019,10-10-2019
10145,2020,Genesis,G90 AWD,500.0,18.0,3.0,3650.0,Premium Gasoline,3.0,18.9,-8750.0,No,16-07-2019,24-03-2020
10146,2020,Genesis,G90 RWD,485.0,19.0,3.0,3450.0,Premium Gasoline,3.0,19.6,-7750.0,No,16-07-2019,24-03-2020
10147,2020,Chevrolet,Colorado 2WD,406.0,22.0,4.0,2400.0,Regular Gasoline,4.0,24.6,-2500.0,No,16-07-2019,27-11-2019
10148,2020,Chevrolet,Colorado 4WD,461.0,19.0,3.0,2800.0,Regular Gasoline,3.0,20.8995,-4500.0,No,16-07-2019,27-11-2019
10149,2020,Chevrolet,Colorado 4WD,428.0,21.0,4.0,2550.0,Regular Gasoline,4.0,23.396,-3250.0,No,16-07-2019,27-11-2019
10150,2020,GMC,Canyon 4WD,428.0,21.0,4.0,2550.0,Regular Gasoline,4.0,23.396,-3250.0,No,16-07-2019,10-01-2020
10151,2020,Chevrolet,Suburban K1500 4WD,547.0,16.0,2.0,3300.0,Regular Gasoline,2.0,17.0921,-7000.0,No,16-07-2019,27-11-2019
10152,2020,BMW,Z4 sDrive30i,324.0,27.0,6.0,2400.0,Premium Gasoline,6.0,31.4402,-2500.0,No,24-07-2019,10-12-2019
10153,2020,Jaguar,F-Type SVR AWD Convertible,481.0,18.0,3.0,3650.0,Premium Gasoline,3.0,19.2287,-8750.0,No,24-07-2019,16-10-2019
10154,2020,Fiat,500 L,356.0,25.0,5.0,2600.0,Premium Gasoline,5.0,28.1,-3500.0,No,24-07-2019,14-04-2020
10155,2020,Ram,1500 2WD,467.0,19.0,3.0,3200.0,Midgrade Gasoline,3.0,20.8,-6500.0,No,24-07-2019,17-04-2020
10156,2020,Ram,1500 HFE 2WD,394.0,23.0,5.0,2300.0,Regular Gasoline,5.0,25.7,-2000.0,No,24-07-2019,17-04-2020
10157,2020,Jeep,Cherokee FWD,352.0,25.0,5.0,2100.0,Regular Gasoline,5.0,27.7499,-1000.0,No,24-07-2019,18-12-2019
10158,2020,Acura,MDX AWD A-SPEC,415.0,21.0,4.0,3100.0,Premium Gasoline,4.0,24.2,-6000.0,No,24-07-2019,16-10-2019
10159,2020,BMW,X4 M,546.0,16.0,2.0,4100.0,Premium Gasoline,2.0,17.4561,-11000.0,No,24-07-2019,10-12-2019
10160,2020,Jeep,Wrangler Unlimited 4WD,444.0,20.0,4.0,2650.0,Regular Gasoline,4.0,23.4,-3750.0,No,24-07-2019,18-12-2019
10162,2020,Mercedes-Benz,GLE350,397.0,22.0,4.0,2950.0,Premium Gasoline,4.0,24.9,-5250.0,No,24-07-2019,07-01-2020
10163,2019,Porsche,Macan,426.0,21.0,4.0,3100.0,Premium Gasoline,4.0,24.2897,-6000.0,No,24-07-2019,24-07-2019
10165,2020,BMW,840i xDrive Coupe,380.0,23.0,5.0,2850.0,Premium Gasoline,5.0,26.4,-4750.0,No,12-08-2019,24-03-2020
10166,2020,BMW,840i Convertible,361.0,24.0,5.0,2700.0,Premium Gasoline,5.0,27.6158,-4000.0,No,12-08-2019,24-03-2020
10168,2020,BMW,M850i xDrive Coupe,435.0,20.0,4.0,3250.0,Premium Gasoline,4.0,21.8908,-6750.0,No,12-08-2019,24-03-2020
10169,2020,BMW,M850i xDrive Convertible,450.0,20.0,4.0,3250.0,Premium Gasoline,4.0,20.9662,-6750.0,No,12-08-2019,24-03-2020
10170,2020,MINI,Cooper S Hardtop 2 door,297.0,30.0,7.0,2200.0,Premium Gasoline,7.0,34.2323,-1500.0,No,12-08-2019,11-08-2020
10171,2020,Mercedes-Benz,CLS450,334.0,26.0,5.0,2500.0,Premium Gasoline,5.0,30.7,-3000.0,No,12-08-2019,05-02-2020
10172,2020,Acura,RLX Hybrid,316.0,28.0,6.0,2350.0,Premium Gasoline,6.0,38.3,-2250.0,No,12-08-2019,16-10-2019
10173,2020,BMW,M550i xDrive,435.0,20.0,4.0,3250.0,Premium Gasoline,4.0,21.8908,-6750.0,No,12-08-2019,05-02-2020
10174,2020,BMW,840i Gran Coupe,361.0,24.0,5.0,2700.0,Premium Gasoline,5.0,27.6158,-4000.0,No,12-08-2019,24-03-2020
10175,2020,Maserati,Ghibli S,460.0,19.0,3.0,3450.0,Premium Gasoline,3.0,20.8,-7750.0,No,12-08-2019,17-08-2021
10176,2020,MINI,Cooper S Clubman,304.0,29.0,6.0,2250.0,Premium Gasoline,6.0,33.5576,-1750.0,No,12-08-2019,11-08-2020
10178,2020,Chevrolet,Impala,411.0,22.0,4.0,2400.0,Regular Gasoline,4.0,23.0953,-2500.0,E85,12-08-2019,27-11-2019
10179,2020,Honda,Civic 5Dr,279.0,32.0,7.0,2050.0,Premium Gasoline,7.0,38.5669,-750.0,No,12-08-2019,27-11-2019
10180,2020,Honda,Pilot FWD,405.0,22.0,4.0,2400.0,Regular Gasoline,4.0,24.7499,-2500.0,No,12-08-2019,27-11-2019
10181,2020,Jeep,Wrangler Unlimited 4WD,423.0,21.0,4.0,2550.0,Regular Gasoline,4.0,27.7,-3250.0,No,12-08-2019,18-12-2019
10183,2020,Jeep,Grand Cherokee 2WD,414.0,21.0,4.0,2550.0,Regular Gasoline,4.0,23.6996,-3250.0,No,12-08-2019,18-12-2019
10184,2020,BMW,X7 xDrive50i,511.0,17.0,3.0,3850.0,Premium Gasoline,3.0,18.8152,-9750.0,No,12-08-2019,24-03-2020
10185,2020,Land Rover,Discovery,500.0,18.0,3.0,3650.0,Premium Gasoline,3.0,19.7,-8750.0,No,12-08-2019,16-10-2019
10186,2020,Land Rover,Discovery,448.0,23.0,5.0,2550.0,Diesel,4.0,26.3,-3250.0,No,12-08-2019,16-10-2019
10187,2020,Maserati,Levante,521.0,17.0,3.0,3850.0,Premium Gasoline,3.0,18.3,-9750.0,No,12-08-2019,17-08-2021
10188,2020,Maserati,Levante GTS,580.0,15.0,2.0,4350.0,Premium Gasoline,2.0,16.7,-12250.0,No,12-08-2019,17-08-2021
10189,2020,Mercedes-Benz,E450 Coupe,388.0,23.0,5.0,2850.0,Premium Gasoline,5.0,25.1,-4750.0,No,15-08-2019,05-02-2020
10190,2020,Mercedes-Benz,E450 4matic Convertible,408.0,22.0,4.0,2950.0,Premium Gasoline,4.0,24.1,-5250.0,No,15-08-2019,07-01-2020
10191,2020,Ford,Fusion AWD,384.0,23.0,5.0,2300.0,Regular Gasoline,5.0,25.215,-2000.0,No,15-08-2019,07-01-2020
10192,2020,Lincoln,MKZ FWD,373.0,24.0,5.0,2200.0,Regular Gasoline,5.0,25.4,-1500.0,No,15-08-2019,10-12-2019
10193,2020,Toyota,Avalon Hybrid XLE,201.0,44.0,9.0,1200.0,Regular Gasoline,9.0,60.7999,3500.0,No,15-08-2019,08-11-2019
10194,2020,Chevrolet,Silverado 2WD,524.0,17.0,3.0,3100.0,Regular Gasoline,3.0,18.3,-6000.0,No,15-08-2019,27-11-2019
10195,2020,GMC,Sierra 2WD,392.0,26.0,5.0,2250.0,Diesel,5.0,29.9,-1750.0,No,15-08-2019,24-10-2019
10196,2020,GMC,Sierra 2WD,524.0,17.0,3.0,3100.0,Regular Gasoline,3.0,18.3,-6000.0,No,15-08-2019,24-10-2019
10197,2020,Chevrolet,Silverado 4WD,516.0,17.0,3.0,3850.0,Premium Gasoline,3.0,19.4242,-9750.0,No,15-08-2019,27-11-2019
10199,2020,Chevrolet,Silverado 4WD,442.0,20.0,4.0,2650.0,Regular Gasoline,4.0,23.5922,-3750.0,No,15-08-2019,27-11-2019
10200,2020,GMC,Sierra 4WD,479.0,19.0,3.0,2800.0,Regular Gasoline,3.0,20.3821,-4500.0,No,15-08-2019,24-10-2019
10201,2020,GMC,Sierra 4WD,442.0,20.0,4.0,2650.0,Regular Gasoline,4.0,23.6,-3750.0,No,15-08-2019,24-10-2019
10202,2020,GMC,Sierra 4WD,442.0,20.0,4.0,2650.0,Regular Gasoline,4.0,23.5922,-3750.0,No,15-08-2019,24-10-2019
10204,2020,GMC,Sierra Cab Chassis 4WD,594.0,15.0,2.0,3550.0,Regular Gasoline,2.0,17.2,-8250.0,No,15-08-2019,15-08-2019
10205,2020,Mercedes-Benz,GLC300,366.0,24.0,5.0,2700.0,Premium Gasoline,5.0,27.4,-4000.0,No,15-08-2019,05-02-2020
10206,2020,Jeep,Compass 4WD,358.0,25.0,5.0,2100.0,Regular Gasoline,5.0,27.7,-1000.0,No,15-08-2019,18-12-2019
10207,2020,Jeep,Compass 4WD,355.0,25.0,5.0,2100.0,Regular Gasoline,5.0,27.5967,-1000.0,No,15-08-2019,18-12-2019
10208,2020,Honda,Civic 4Dr,294.0,30.0,7.0,2200.0,Premium Gasoline,7.0,35.5499,-1500.0,No,20-08-2019,27-11-2019
10210,2020,Chrysler,Pacifica,401.0,22.0,4.0,2400.0,Regular Gasoline,4.0,23.8933,-2500.0,No,20-08-2019,10-09-2019
10211,2020,Honda,Odyssey,394.0,22.0,4.0,2400.0,Regular Gasoline,4.0,24.4562,-2500.0,No,20-08-2019,27-11-2019
10212,2020,Ford,Fusion Energi Plug-in Hybrid,99.0,42.0,10.0,1250.0,Regular Gasoline,10.0,60.4,4750.0,Electricity,20-08-2019,25-03-2022
10214,2020,Mercedes-Benz,C300 Coupe,351.0,25.0,5.0,2600.0,Premium Gasoline,5.0,27.7,-3500.0,No,26-08-2019,05-02-2020
10216,2020,Porsche,Panamera 4S,419.0,21.0,4.0,3100.0,Premium Gasoline,4.0,23.8,-6000.0,No,26-08-2019,24-03-2020
