,Year,Manufacturer,Model,CO2 (p/mile),Miles per gallon (mpg),ef_x_comb,comb_x_year,Fuel,score_ghg,ef_x_comb_city,youSaveSpend,Alternative Fuel,createdOn,modifiedOn
21936,2022,Lexus,ES 250 AWD,315.0,28.0,6.0,1900.0,Regular Gasoline,6.0,32.3,0.0,No,02-09-2021,22-04-2022
21937,2022,Nissan,Frontier 4WD,458.0,19.0,4.0,2800.0,Regular Gasoline,4.0,21.853,-4500.0,No,02-09-2021,10-12-2021
21938,2022,Toyota,Tacoma 2WD,431.0,21.0,4.0,2550.0,Regular Gasoline,4.0,23.5,-3250.0,No,14-09-2021,19-01-2022
21939,2022,Toyota,Tacoma 2WD,423.0,21.0,4.0,2550.0,Regular Gasoline,4.0,24.6,-3250.0,No,14-09-2021,19-01-2022
21940,2022,Ford,Maverick AWD,356.0,25.0,5.0,2100.0,Regular Gasoline,5.0,27.9,-1000.0,No,14-09-2021,20-12-2021
21941,2022,Toyota,Tacoma 4WD,448.0,20.0,4.0,2650.0,Regular Gasoline,4.0,22.7046,-3750.0,No,14-09-2021,19-01-2022
21942,2022,Toyota,Tacoma 4WD D-CAB MT TRD-ORP/PRO,483.0,18.0,3.0,2950.0,Regular Gasoline,3.0,21.3213,-5250.0,No,14-09-2021,19-01-2022
21943,2022,Volvo,XC60 B5,345.0,26.0,5.0,2500.0,Premium Gasoline,5.0,29.6,-3000.0,No,14-09-2021,04-01-2022
21944,2022,Kia,Sorento Hybrid AWD,257.0,35.0,7.0,1500.0,Regular Gasoline,7.0,49.5946,2000.0,No,14-09-2021,12-01-2022
21946,2022,Lucid,Air G Touring AWD w/21 inch wheels,0.0,121.0,10.0,600.0,Electricity,10.0,160.8,6500.0,No,14-09-2021,26-10-2022
21947,2022,Bugatti,Chiron Super Sport,979.0,9.0,1.0,7250.0,Premium Gasoline,1.0,9.3,-26750.0,No,24-09-2021,04-10-2021
21949,2022,Porsche,911 GT3,538.0,16.0,3.0,4100.0,Premium Gasoline,3.0,18.6,-11000.0,No,24-09-2021,03-10-2022
21950,2022,Porsche,718 Cayman,394.0,22.0,5.0,2950.0,Premium Gasoline,5.0,25.4,-5250.0,No,24-09-2021,18-10-2021
21951,2022,Porsche,718 Boxster S,423.0,21.0,4.0,3100.0,Premium Gasoline,4.0,23.6,-6000.0,No,24-09-2021,18-10-2021
21952,2022,Porsche,718 Spyder,460.0,19.0,4.0,3450.0,Premium Gasoline,4.0,21.0,-7750.0,No,24-09-2021,03-10-2022
21953,2022,Porsche,718 Spyder,436.0,20.0,4.0,3250.0,Premium Gasoline,4.0,22.7,-6750.0,No,24-09-2021,03-10-2022
21954,2022,Infiniti,Q60 AWD,403.0,22.0,5.0,2950.0,Premium Gasoline,5.0,24.2,-5250.0,No,24-09-2021,12-01-2022
21955,2022,Lexus,RC 300 AWD,407.0,22.0,5.0,2950.0,Premium Gasoline,5.0,24.2,-5250.0,No,24-09-2021,08-11-2022
21956,2022,Lexus,RC 300,356.0,25.0,5.0,2600.0,Premium Gasoline,5.0,26.9884,-3500.0,No,24-09-2021,08-11-2022
21957,2022,Infiniti,Q50 AWD,403.0,22.0,5.0,2950.0,Premium Gasoline,5.0,24.2,-5250.0,No,24-09-2021,12-01-2022
21958,2022,Kia,Rio,250.0,36.0,7.0,1500.0,Regular Gasoline,7.0,43.5451,2000.0,No,04-10-2021,12-01-2022
21959,2022,Audi,A8 L quattro,399.0,22.0,5.0,2950.0,Premium Gasoline,5.0,23.7,-5250.0,No,04-10-2021,16-03-2022
21960,2022,Porsche,Panamera 4S,445.0,20.0,4.0,3250.0,Premium Gasoline,4.0,23.1,-6750.0,No,04-10-2021,03-10-2022
21961,2022,Porsche,Panamera 4 Executive,465.0,19.0,4.0,3450.0,Premium Gasoline,4.0,22.4,-7750.0,No,04-10-2021,03-10-2022
21962,2022,Chevrolet,Silverado 2WD,387.0,26.0,5.0,2250.0,Diesel,5.0,29.6823,-1750.0,No,04-10-2021,25-03-2022
21963,2022,Hyundai,Kona N,396.0,23.0,5.0,2850.0,Premium Gasoline,5.0,24.1154,-4750.0,No,04-10-2021,18-10-2021
21964,2022,Subaru,Crosstrek AWD,297.0,30.0,6.0,1750.0,Regular Gasoline,6.0,36.0341,750.0,No,04-10-2021,25-01-2022
21965,2022,Chevrolet,Suburban 4WD,462.0,22.0,5.0,2650.0,Diesel,4.0,25.5,-3750.0,No,04-10-2021,12-01-2022
21966,2022,GMC,Yukon XL 4WD,462.0,22.0,5.0,2650.0,Diesel,4.0,25.5,-3750.0,No,04-10-2021,20-12-2021
21967,2022,Toyota,GR 86,396.0,22.0,5.0,2950.0,Premium Gasoline,5.0,24.8182,-5250.0,No,18-10-2021,19-01-2022
21968,2022,Acura,TLX AWD,369.0,24.0,5.0,2700.0,Premium Gasoline,5.0,26.6,-4000.0,No,18-10-2021,16-03-2022
21969,2022,Acura,TLX FWD,352.0,25.0,5.0,2600.0,Premium Gasoline,5.0,28.0,-3500.0,No,18-10-2021,16-03-2022
21970,2022,Volkswagen,Jetta,259.0,34.0,7.0,1550.0,Regular Gasoline,7.0,37.9,1750.0,No,18-10-2021,13-10-2022
21972,2022,Chevrolet,Silverado Mud Terrain Tires 4WD,585.0,15.0,2.0,3550.0,Regular Gasoline,2.0,17.6,-8250.0,No,18-10-2021,25-03-2022
21973,2022,Chevrolet,Silverado Cab Chassis 2WD,583.0,15.0,2.0,3550.0,Regular Gasoline,2.0,17.4976,-8250.0,No,18-10-2021,18-10-2021
21974,2022,GMC,Sierra Cab Chassis 4WD,589.0,15.0,2.0,3550.0,Regular Gasoline,2.0,17.3962,-8250.0,No,18-10-2021,18-10-2021
21975,2022,Toyota,Highlander,389.0,23.0,5.0,2300.0,Regular Gasoline,5.0,24.9,-2000.0,No,18-10-2021,19-01-2022
21976,2022,Lexus,NX 350h AWD,225.0,39.0,8.0,1700.0,Premium Gasoline,8.0,56.2446,1000.0,No,18-10-2021,13-10-2022
21977,2022,Chevrolet,Suburban 2WD,534.0,17.0,3.0,3100.0,Regular Gasoline,3.0,18.9,-6000.0,No,18-10-2021,12-01-2022
21978,2022,Chevrolet,Suburban 2WD,542.0,16.0,3.0,4100.0,Premium Gasoline,3.0,17.8,-11000.0,No,18-10-2021,12-01-2022
21979,2022,GMC,Yukon XL 2WD,562.0,16.0,3.0,4100.0,Premium Gasoline,3.0,17.1,-11000.0,No,18-10-2021,12-01-2022
21980,2022,Porsche,Cayenne S Coupe,490.0,18.0,3.0,3650.0,Premium Gasoline,3.0,20.3,-8750.0,No,18-10-2021,03-10-2022
21982,2022,Mercedes-Benz,E450 4matic Convertible,362.0,24.0,5.0,2700.0,Premium Gasoline,5.0,27.5,-4000.0,No,26-10-2021,08-11-2022
21984,2022,Mercedes-Benz,E350 4matic,366.0,24.0,5.0,2700.0,Premium Gasoline,5.0,26.9,-4000.0,No,26-10-2021,13-10-2022
21985,2022,Lincoln,Nautilus FWD,387.0,23.0,5.0,2300.0,Regular Gasoline,5.0,26.0,-2000.0,No,26-10-2021,12-01-2022
21986,2022,Mercedes-Benz,GLC300,373.0,24.0,5.0,2700.0,Premium Gasoline,5.0,27.4,-4000.0,No,26-10-2021,13-10-2022
21987,2022,Ford,Edge AWD,423.0,21.0,4.0,2550.0,Regular Gasoline,4.0,23.3112,-3250.0,No,26-10-2021,12-01-2022
21988,2021,Porsche,Taycan 4S Cross Turismo,0.0,75.0,10.0,950.0,Electricity,10.0,108.0,4750.0,No,26-10-2021,02-02-2022
21989,2021,Porsche,Taycan Turbo Cross Turismo,0.0,72.0,10.0,1000.0,Electricity,10.0,102.8,4500.0,No,26-10-2021,02-02-2022
21990,2021,Volkswagen,ID.4 AWD Pro,0.0,97.0,10.0,750.0,Electricity,10.0,146.4,5750.0,No,26-10-2021,02-02-2022
21991,2021,Volkswagen,ID.4 AWD Pro S,0.0,93.0,10.0,750.0,Electricity,10.0,139.4,5750.0,No,26-10-2021,02-02-2022
21992,2022,Chevrolet,Silverado 2WD,502.0,18.0,3.0,2950.0,Regular Gasoline,3.0,20.2,-5250.0,No,27-10-2021,25-03-2022
21993,2022,Chevrolet,Silverado Mud Terrain Tires 4WD,619.0,14.0,2.0,4650.0,Premium Gasoline,2.0,15.8443,-13750.0,No,27-10-2021,25-03-2022
21994,2022,Chevrolet,Silverado 4WD,555.0,16.0,3.0,4100.0,Premium Gasoline,3.0,18.3008,-11000.0,No,27-10-2021,25-03-2022
21995,2022,Ram,1500 Classic 2WD,450.0,20.0,4.0,2650.0,Regular Gasoline,4.0,21.1499,-3750.0,No,02-11-2021,24-02-2022
21996,2022,Ram,1500 Classic 4WD,475.0,19.0,4.0,2800.0,Regular Gasoline,4.0,20.1,-4500.0,No,02-11-2021,24-02-2022
21997,2022,Porsche,Macan GTS,466.0,19.0,4.0,3450.0,Premium Gasoline,4.0,21.8444,-7750.0,No,02-11-2021,03-10-2022
21998,2022,Audi,e-tron S (21/22 inch wheels),0.0,63.0,10.0,1100.0,Electricity,10.0,84.0,4000.0,No,02-11-2021,26-10-2022
21999,2022,Audi,e-tron S Sportback (21/22 inch wheels),0.0,65.0,10.0,1100.0,Electricity,10.0,85.8,4000.0,No,02-11-2021,26-10-2022
22000,2022,Audi,RS e-tron GT,0.0,81.0,10.0,900.0,Electricity,10.0,111.7,5000.0,No,02-11-2021,02-02-2022
22001,2022,Porsche,Taycan 4S Perf Battery,0.0,79.0,10.0,900.0,Electricity,10.0,112.5,5000.0,No,02-11-2021,16-02-2022
22003,2022,Porsche,Taycan 4S Cross Turismo,0.0,75.0,10.0,950.0,Electricity,10.0,108.0,4750.0,No,02-11-2021,16-02-2022
22004,2022,Porsche,Taycan Turbo Cross Turismo,0.0,72.0,10.0,1000.0,Electricity,10.0,102.8,4500.0,No,02-11-2021,16-02-2022
22005,2022,Mercedes-Benz,AMG E53 4matic Plus Coupe,384.0,23.0,5.0,2850.0,Premium Gasoline,5.0,25.5,-4750.0,No,04-11-2021,05-12-2022
22007,2022,Nissan,Altima SR,311.0,29.0,6.0,1850.0,Regular Gasoline,6.0,32.8988,250.0,No,04-11-2021,12-01-2022
22009,2021,Jaguar,XF P300 AWD,352.0,25.0,5.0,2600.0,Premium Gasoline,5.0,28.2,-3500.0,No,10-11-2021,12-01-2022
22010,2022,Nissan,Maxima,370.0,24.0,5.0,2700.0,Premium Gasoline,5.0,27.2466,-4000.0,No,16-11-2021,13-10-2022
22012,2022,Nissan,Murano AWD,392.0,23.0,5.0,2300.0,Regular Gasoline,5.0,24.8371,-2000.0,No,16-11-2021,12-01-2022
22013,2022,Jeep,Renegade Trailhawk 4WD,372.0,24.0,5.0,2200.0,Regular Gasoline,5.0,27.7,-1500.0,No,16-11-2021,05-12-2022
22015,2022,Lexus,LS 500h AWD,358.0,25.0,5.0,2600.0,Premium Gasoline,5.0,29.2,-3500.0,No,23-11-2021,05-12-2022
22016,2022,Lexus,LS 500,404.0,22.0,5.0,2950.0,Premium Gasoline,5.0,23.1115,-5250.0,No,23-11-2021,05-12-2022
22018,2022,Ford,F150 RAPTOR 37 4WD,596.0,15.0,2.0,3550.0,Regular Gasoline,2.0,17.5,-8250.0,No,23-11-2021,05-12-2022
22019,2022,Mercedes-Benz,C300 Coupe,350.0,25.0,5.0,2600.0,Premium Gasoline,5.0,28.1,-3500.0,No,02-12-2021,13-10-2022
22020,2022,Nissan,Sentra,269.0,33.0,7.0,1600.0,Regular Gasoline,7.0,38.6457,1500.0,No,02-12-2021,01-03-2023
22021,2022,Jeep,Gladiator 4WD,466.0,19.0,4.0,2800.0,Regular Gasoline,4.0,21.5,-4500.0,No,02-12-2021,13-10-2022
22022,2022,Ford,Bronco Sasquatch 4WD,531.0,17.0,3.0,3100.0,Regular Gasoline,3.0,20.8506,-6000.0,No,02-12-2021,25-03-2022
22023,2022,Jeep,Wrangler 4dr EcoDiesel 4WD,411.0,25.0,5.0,2350.0,Diesel,5.0,28.1996,-2250.0,No,02-12-2021,13-10-2022
22024,2022,Jeep,Wrangler 2dr 4WD,416.0,21.0,4.0,2550.0,Regular Gasoline,4.0,24.7,-3250.0,No,02-12-2021,13-10-2022
22025,2022,Jeep,Wrangler 2dr 4WD,440.0,20.0,4.0,2650.0,Regular Gasoline,4.0,23.0,-3750.0,No,02-12-2021,13-10-2022
22026,2022,Jeep,Wrangler 4dr 4WD,421.0,21.0,4.0,2550.0,Regular Gasoline,4.0,24.1,-3250.0,No,02-12-2021,13-10-2022
22027,2022,Audi,e-tron quattro,0.0,78.0,10.0,900.0,Electricity,10.0,105.1,5000.0,No,02-12-2021,02-02-2022
22028,2022,Hyundai,Ioniq 5 RWD (Standard Range),0.0,110.0,10.0,650.0,Electricity,10.0,183.9,6250.0,No,02-12-2021,11-04-2022
22029,2022,Lincoln,Corsair AWD PHEV,117.0,33.0,9.0,1600.0,Regular Gasoline,10.0,46.1,3500.0,Electricity,02-12-2021,17-05-2023
22030,2022,Aston Martin,DB11 V12,522.0,17.0,3.0,3850.0,Premium Gasoline,3.0,17.7156,-9750.0,No,10-12-2021,24-08-2022
22031,2022,Alfa Romeo,Giulia,330.0,27.0,6.0,2400.0,Premium Gasoline,6.0,30.2997,-2500.0,No,10-12-2021,12-01-2022
22033,2022,Nissan,Rogue FWD,271.0,33.0,7.0,1600.0,Regular Gasoline,7.0,39.9282,1500.0,No,10-12-2021,03-10-2022
22034,2022,Infiniti,QX50 AWD,366.0,25.0,5.0,2600.0,Premium Gasoline,5.0,29.1195,-3500.0,No,10-12-2021,12-01-2022
22035,2022,GMC,Yukon 4WD,527.0,17.0,3.0,3100.0,Regular Gasoline,3.0,19.4,-6000.0,No,16-12-2021,12-01-2022
22036,2022,GMC,Yukon XL 4WD,555.0,16.0,3.0,4100.0,Premium Gasoline,3.0,17.7769,-11000.0,No,16-12-2021,12-01-2022
22037,2022,GMC,Yukon 4WD,555.0,16.0,3.0,4100.0,Premium Gasoline,3.0,17.7769,-11000.0,No,16-12-2021,12-01-2022
22038,2022,Ford,Bronco Badlands 4WD,529.0,17.0,3.0,3100.0,Regular Gasoline,3.0,20.8885,-6000.0,No,20-12-2021,12-01-2022
22040,2022,Ford,Bronco Sasquatch 4WD,494.0,18.0,3.0,2950.0,Regular Gasoline,3.0,22.7281,-5250.0,No,20-12-2021,25-03-2022
22041,2022,Mazda,CX-5 4WD,337.0,26.0,5.0,2050.0,Regular Gasoline,5.0,30.7313,-750.0,No,20-12-2021,10-05-2022
22042,2022,Toyota,RAV4 AWD TRD OFFROAD,323.0,28.0,6.0,1900.0,Regular Gasoline,6.0,32.1,0.0,No,20-12-2021,08-11-2022
22043,2022,Tesla,Model S,0.0,120.0,10.0,600.0,Electricity,10.0,163.9,6500.0,No,20-12-2021,04-01-2022
22044,2022,Tesla,Model Y Long Range AWD,0.0,122.0,10.0,600.0,Electricity,10.0,164.8,6500.0,No,20-12-2021,04-01-2022
22045,2022,Tesla,Model X Plaid (22 inch wheels),0.0,91.0,10.0,800.0,Electricity,10.0,127.0,5500.0,No,,
22046,2022,Lamborghini,Aventador Roadster,802.0,11.0,1.0,5950.0,Premium Gasoline,1.0,10.5,-20250.0,No,04-01-2022,04-01-2022
22047,2022,Mazda,MX-5,305.0,29.0,6.0,2250.0,Premium Gasoline,6.0,34.0,-1750.0,No,04-01-2022,10-05-2022
22048,2022,Jeep,Grand Cherokee WK 4WD,427.0,21.0,4.0,2550.0,Regular Gasoline,4.0,23.149,-3250.0,No,04-01-2022,12-01-2022
22049,2022,Ford,Mustang,350.0,25.0,5.0,2100.0,Regular Gasoline,5.0,27.5,-1000.0,No,12-01-2022,25-03-2022
22050,2022,Ford,Mustang HO Coupe,386.0,23.0,5.0,2300.0,Regular Gasoline,5.0,27.2531,-2000.0,No,12-01-2022,25-03-2022
22051,2022,Ford,Mustang HO Convertible,423.0,21.0,4.0,2550.0,Regular Gasoline,4.0,24.0,-3250.0,No,12-01-2022,25-03-2022
22052,2022,Ford,Mustang HO Convertible,404.0,22.0,5.0,2400.0,Regular Gasoline,5.0,27.2531,-2500.0,No,12-01-2022,25-03-2022
22053,2022,Mercedes-Benz,AMG CLA45 4matic,392.0,23.0,5.0,2850.0,Premium Gasoline,5.0,24.7,-4750.0,No,19-01-2022,05-12-2022
22054,2022,Dodge,Charger AWD,415.0,21.0,4.0,2550.0,Regular Gasoline,4.0,23.0,-3250.0,No,19-01-2022,21-12-2022
22055,2022,Ford,Transit T150 Wagon 2WD FFV,538.0,17.0,3.0,3100.0,Regular Gasoline,3.0,,,No,,
22056,2022,Jeep,Cherokee FWD,352.0,25.0,5.0,2100.0,Regular Gasoline,5.0,27.7499,-1000.0,No,19-01-2022,21-12-2022
22057,2022,Jeep,Cherokee 4WD,369.0,24.0,5.0,2200.0,Regular Gasoline,5.0,26.7,-1500.0,No,19-01-2022,13-10-2022
22058,2022,Jeep,Cherokee 4WD,370.0,24.0,5.0,2200.0,Regular Gasoline,5.0,26.7,-1500.0,No,19-01-2022,13-10-2022
22059,2023,Land Rover,Discovery,436.0,21.0,4.0,3100.0,Premium Gasoline,4.0,24.3528,-6000.0,No,02-02-2022,02-08-2022
22060,2023,Land Rover,Defender 110,563.0,16.0,3.0,4100.0,Premium Gasoline,3.0,17.6252,-11000.0,No,02-02-2022,10-06-2022
22061,2022,Mazda,CX-30 4WD,334.0,26.0,5.0,2050.0,Regular Gasoline,5.0,30.6,-750.0,No,02-02-2022,10-05-2022
22062,2022,Porsche,911 Carrera GTS,444.0,20.0,4.0,3250.0,Premium Gasoline,4.0,21.7,-6750.0,No,11-02-2022,03-10-2022
22063,2022,BMW,i4 eDrive40 Gran Coupe (18 inch wheels),0.0,109.0,10.0,650.0,Electricity,10.0,156.3,6250.0,No,11-02-2022,26-10-2022
22064,2022,BMW,iX xDrive50 (21 inch wheels),0.0,83.0,10.0,850.0,Electricity,10.0,111.9,5250.0,No,11-02-2022,26-10-2022
22065,2022,BMW,iX xDrive50 (22 inch wheels),0.0,86.0,10.0,800.0,Electricity,10.0,117.1,5500.0,No,11-02-2022,26-10-2022
22066,2022,BMW,330e xDrive Sedan,192.0,25.0,7.0,2600.0,Premium Gasoline,9.0,30.7,0.0,Electricity,11-02-2022,17-05-2023
22067,2022,Jeep,Grand Cherokee 4xe,177.0,23.0,7.0,2300.0,Regular Gasoline,9.0,30.3,1000.0,Electricity,11-02-2022,17-05-2023
22068,2022,Ford,Expedition 2WD,468.0,19.0,4.0,2800.0,Regular Gasoline,4.0,20.2,-4500.0,No,16-02-2022,25-03-2022
22069,2023,Land Rover,Range Rover Evoque,398.0,22.0,5.0,2950.0,Premium Gasoline,5.0,25.007,-5250.0,No,24-02-2022,01-03-2023
22070,2022,Chevrolet,Silverado 4WD,555.0,16.0,3.0,3300.0,Regular Gasoline,3.0,18.6,-7000.0,No,24-02-2022,25-03-2022
22071,2022,GMC,Sierra 4WD,550.0,16.0,3.0,3300.0,Regular Gasoline,3.0,18.3139,-7000.0,No,24-02-2022,13-10-2022
22072,2022,GMC,Sierra 4WD,513.0,17.0,3.0,3100.0,Regular Gasoline,3.0,20.0759,-6000.0,No,24-02-2022,13-10-2022
22073,2022,Ferrari,SF90 Spider,413.0,17.0,4.0,3850.0,Premium Gasoline,5.0,20.0,-6750.0,Electricity,,
22074,2023,Jaguar,F-Type R AWD Coupe,481.0,18.0,4.0,3650.0,Premium Gasoline,4.0,19.2287,-8750.0,No,02-03-2022,10-06-2022
22075,2023,Jaguar,F-Type R AWD Convertible,481.0,18.0,4.0,3650.0,Premium Gasoline,4.0,19.2287,-8750.0,No,02-03-2022,10-06-2022
22076,2023,Jaguar,F-Type P450 RWD Convertible,460.0,19.0,4.0,3450.0,Premium Gasoline,4.0,20.7335,-7750.0,No,02-03-2022,10-06-2022
22077,2023,Genesis,G70 RWD,433.0,21.0,4.0,3100.0,Premium Gasoline,4.0,21.3151,-6000.0,No,02-03-2022,11-04-2023
22078,2022,Porsche,911 Carrera GTS,465.0,19.0,4.0,3450.0,Premium Gasoline,4.0,22.3,-7750.0,No,02-03-2022,03-10-2022
22079,2022,Porsche,911 Carrera GTS Cabriolet,465.0,19.0,4.0,3450.0,Premium Gasoline,4.0,22.5,-7750.0,No,02-03-2022,03-10-2022
22080,2022,McLaren Automotive,765LT Spider,565.0,16.0,3.0,4100.0,Premium Gasoline,3.0,17.3207,-11000.0,No,11-03-2022,25-03-2022
22081,2022,Tesla,Model Y AWD,0.0,123.0,10.0,600.0,Electricity,10.0,167.3,6500.0,No,11-03-2022,04-04-2022
22082,2022,Volvo,S90 T8 AWD Recharge ext. Range,110.0,29.0,9.0,2250.0,Premium Gasoline,10.0,36.4,2250.0,Electricity,16-03-2022,17-05-2023
22084,2023,Kia,Sportage Hybrid AWD,233.0,38.0,7.0,1400.0,Regular Gasoline,7.0,52.1815,2500.0,No,25-03-2022,10-05-2022
22086,2023,Genesis,GV80 AWD,448.0,20.0,4.0,3250.0,Premium Gasoline,4.0,22.8,-6750.0,No,25-03-2022,11-04-2023
22087,2022,Ford,Ranger 4WD,420.0,21.0,4.0,2550.0,Regular Gasoline,4.0,24.0,-3250.0,No,25-03-2022,17-05-2022
22088,2022,Land Rover,New Range Rover P360 MHEV,427.0,21.0,4.0,3100.0,Premium Gasoline,4.0,22.5618,-6000.0,No,25-03-2022,02-08-2022
22089,2022,Land Rover,New Range Rover P360 LWB MHEV,427.0,21.0,4.0,3100.0,Premium Gasoline,4.0,22.5618,-6000.0,No,25-03-2022,02-08-2022
22090,2023,MINI,Cooper Convertible,284.0,31.0,6.0,2100.0,Premium Gasoline,6.0,35.6267,-1000.0,No,04-04-2022,10-05-2022
22092,2023,MINI,Cooper Hardtop 4 door,284.0,31.0,6.0,2100.0,Premium Gasoline,6.0,35.6267,-1000.0,No,04-04-2022,10-05-2022
22093,2023,BMW,X2 M35i,333.0,27.0,5.0,2400.0,Premium Gasoline,5.0,30.5245,-2500.0,No,04-04-2022,04-04-2022
22094,2023,Kia,Stinger AWD,451.0,20.0,4.0,3250.0,Premium Gasoline,4.0,20.9882,-6750.0,No,04-04-2022,11-04-2023
22096,2023,MINI,John Cooper Works Clubman All4,339.0,26.0,5.0,2500.0,Premium Gasoline,5.0,29.7,-3000.0,No,04-04-2022,10-05-2022
22097,2023,MINI,JCW Countryman All4,338.0,26.0,5.0,2500.0,Premium Gasoline,5.0,30.2,-3000.0,No,04-04-2022,10-05-2022
22098,2023,Genesis,G90 AWD,426.0,21.0,4.0,3100.0,Premium Gasoline,4.0,22.6,-6000.0,No,04-04-2022,11-04-2023
22099,2023,Kia,Seltos AWD,331.0,27.0,5.0,1950.0,Regular Gasoline,5.0,32.4,-250.0,No,04-04-2022,11-08-2022
22101,2022,Volkswagen,ID.4 AWD Pro S,0.0,95.0,10.0,750.0,Electricity,10.0,142.1436,5750.0,No,04-04-2022,04-04-2022
22102,2023,BMW,840i Convertible,374.0,24.0,5.0,2700.0,Premium Gasoline,5.0,26.2872,-4000.0,No,11-04-2022,10-05-2022
22103,2023,MINI,Cooper S Hardtop 2 door,331.0,27.0,5.0,2400.0,Premium Gasoline,5.0,29.3548,-2500.0,No,11-04-2022,10-05-2022
22104,2023,MINI,John Cooper Works Hardtop 2 door,307.0,29.0,6.0,2250.0,Premium Gasoline,6.0,32.8215,-1750.0,No,11-04-2022,10-05-2022
22105,2023,BMW,X2 xDrive28i,333.0,27.0,5.0,2400.0,Premium Gasoline,5.0,30.5245,-2500.0,No,11-04-2022,10-05-2022
22106,2023,MINI,Cooper S Countryman,321.0,28.0,6.0,2350.0,Premium Gasoline,6.0,31.4,-2250.0,No,11-04-2022,10-05-2022
22107,2023,MINI,Cooper S Clubman All4,332.0,27.0,5.0,2400.0,Premium Gasoline,5.0,29.8093,-2500.0,No,11-04-2022,10-05-2022
22108,2023,Hyundai,Elantra,263.0,34.0,7.0,1550.0,Regular Gasoline,7.0,38.3118,1750.0,No,03-05-2022,11-04-2023
22109,2023,Chevrolet,Trailblazer FWD,296.0,30.0,6.0,1750.0,Regular Gasoline,6.0,38.8,750.0,No,03-05-2022,19-12-2022
22110,2022,Ford,F-150 Lightning 4WD,0.0,68.0,10.0,1050.0,Electricity,10.0,108.9,4250.0,No,03-05-2022,10-05-2022
22113,2023,Cadillac,XT5 Hearse FWD,425.0,21.0,4.0,3100.0,Premium Gasoline,4.0,24.7,-6000.0,No,02-06-2022,02-06-2022
22114,2023,Buick,Envision FWD,337.0,26.0,5.0,2050.0,Regular Gasoline,5.0,30.1267,-750.0,No,02-06-2022,14-02-2023
22115,2023,Chevrolet,Blazer FWD,404.0,22.0,5.0,2400.0,Regular Gasoline,5.0,24.0915,-2500.0,No,02-06-2022,11-04-2023
22116,2023,Cadillac,XT5 AWD,426.0,21.0,4.0,2550.0,Regular Gasoline,4.0,22.7909,-3250.0,No,02-06-2022,07-09-2022
22117,2023,Cadillac,XT6 AWD,386.0,23.0,5.0,2850.0,Premium Gasoline,5.0,27.6381,-4750.0,No,02-06-2022,07-09-2022
22118,2023,Chevrolet,Traverse AWD,448.0,20.0,4.0,2650.0,Regular Gasoline,4.0,21.9953,-3750.0,No,02-06-2022,19-12-2022
22119,2022,Mercedes-Benz,AMG SL55 4matic Plus,546.0,16.0,3.0,4100.0,Premium Gasoline,3.0,16.9,-11000.0,No,02-06-2022,13-10-2022
22120,2022,Ferrari,296 GTB,398.0,18.0,4.0,3650.0,Premium Gasoline,5.0,19.2,-6250.0,Electricity,02-06-2022,17-05-2023
22121,2023,Nissan,Z,405.0,22.0,5.0,2950.0,Premium Gasoline,5.0,25.1237,-5250.0,No,10-06-2022,10-06-2022
22122,2023,Audi,A3,276.0,32.0,6.0,1650.0,Regular Gasoline,6.0,36.9,1250.0,No,10-06-2022,14-02-2023
22123,2023,Volkswagen,GTI,330.0,27.0,5.0,1950.0,Regular Gasoline,5.0,28.6,-250.0,No,16-06-2022,01-03-2023
22125,2023,Alfa Romeo,Giulia,436.0,20.0,4.0,3250.0,Premium Gasoline,4.0,21.8,-6750.0,No,29-06-2022,11-04-2023
22126,2023,Jaguar,XF P250 AWD,336.0,26.0,5.0,2500.0,Premium Gasoline,5.0,29.6,-3000.0,No,29-06-2022,02-08-2022
22127,2023,Land Rover,New Range Rover P400 LWB MHEV,427.0,21.0,4.0,3100.0,Premium Gasoline,4.0,22.5618,-6000.0,No,29-06-2022,24-08-2022
22129,2023,Land Rover,New Range Rover Sport P400 MHEV,427.0,21.0,4.0,3100.0,Premium Gasoline,4.0,22.5618,-6000.0,No,29-06-2022,03-10-2022
22130,2023,Ferrari,F8 Spider,552.0,16.0,3.0,4100.0,Premium Gasoline,3.0,17.9004,-11000.0,No,13-07-2022,13-07-2022
22131,2023,Ferrari,812 Competizione A,648.0,14.0,2.0,4650.0,Premium Gasoline,2.0,14.811,-13750.0,No,13-07-2022,13-07-2022
22132,2023,Ferrari,Portofino M,471.0,19.0,4.0,3450.0,Premium Gasoline,4.0,20.293,-7750.0,No,13-07-2022,13-07-2022
22133,2023,BMW,M240i Coupe,343.0,26.0,5.0,2500.0,Premium Gasoline,5.0,28.5813,-3000.0,No,13-07-2022,01-03-2023
22134,2023,BMW,430i xDrive Coupe,327.0,27.0,5.0,2400.0,Premium Gasoline,5.0,30.0164,-2500.0,No,13-07-2022,26-01-2023
22135,2023,BMW,M4 Coupe,472.0,19.0,4.0,3450.0,Premium Gasoline,4.0,19.8955,-7750.0,No,13-07-2022,03-10-2022
22136,2023,Ferrari,Roma,472.0,19.0,4.0,3450.0,Premium Gasoline,4.0,20.6242,-7750.0,No,13-07-2022,13-07-2022
22138,2023,BMW,M340i xDrive Sedan,339.0,26.0,5.0,2500.0,Premium Gasoline,5.0,29.138,-3000.0,No,13-07-2022,13-10-2022
